index,IR,BPM,AvgBPM,EMG,state
228,95297,41.70,19,970,REST
229,95301,41.70,19,967,REST
230,95297,41.70,19,967,REST
231,95306,41.70,19,967,REST
232,95310,41.70,19,973,REST
233,95309,41.70,19,971,REST
234,95312,38.00,28,970,REST
235,95314,38.00,28,971,REST
236,95316,38.00,28,976,REST
237,95326,38.00,28,973,REST
238,95313,38.00,28,972,REST
239,95312,38.00,28,973,REST
240,95318,38.00,28,973,REST
241,95305,38.00,28,974,REST
242,95311,38.00,28,973,REST
243,95298,38.00,28,974,REST
244,95317,38.00,28,971,REST
245,95318,38.00,28,974,REST
246,95306,38.00,28,971,REST
247,95307,38.00,28,969,REST
248,95310,38.00,28,969,REST
249,95303,38.00,28,970,REST
250,95307,38.00,28,967,REST
251,95337,38.00,28,970,REST
252,95320,38.00,28,967,REST
253,95321,38.00,28,967,REST
254,95322,38.00,28,971,REST
255,95312,38.00,28,971,REST
256,95318,38.00,28,975,REST
257,95308,38.00,28,971,REST
258,95308,38.00,28,971,REST
259,95306,38.00,28,971,REST
260,95320,38.00,28,968,REST
261,95306,38.00,28,976,REST
262,95312,38.00,28,970,REST
263,95305,38.00,28,974,REST
264,95319,38.00,28,973,REST
265,95305,38.00,28,973,REST
266,95299,38.00,28,971,REST
267,95300,38.00,28,973,REST
268,95298,38.00,28,975,REST
269,95285,38.00,28,973,REST
270,95276,38.00,28,968,REST
271,95274,38.00,28,969,REST
272,95271,38.00,28,970,REST
273,95256,38.00,28,975,REST
274,95263,38.00,28,970,REST
275,95257,38.00,28,971,REST
276,95250,38.00,28,971,REST
277,95249,38.00,28,971,REST
278,95250,38.00,28,971,REST
279,95246,38.00,28,968,REST
280,95250,38.00,28,974,REST
281,95252,38.00,28,973,REST
282,95243,38.00,28,970,REST
283,95240,38.00,28,975,REST
284,95241,38.00,28,970,REST
285,95232,38.00,28,973,REST
286,95246,38.00,28,973,REST
287,95237,38.00,28,959,REST
288,95256,38.00,28,969,REST
289,95258,38.00,28,963,REST
290,95253,38.00,28,970,REST
291,95255,38.00,28,970,REST
292,95259,38.00,28,975,REST
293,95263,38.00,28,974,REST
294,95265,38.00,28,971,REST
295,95273,38.00,28,983,REST
296,95267,38.00,28,971,REST
297,95270,38.00,28,970,REST
298,95270,38.00,28,973,REST
299,95272,38.00,28,965,REST
300,95272,38.00,28,969,REST
301,95270,38.00,28,971,REST
302,95263,38.00,28,974,REST
303,95257,38.00,28,972,REST
304,95269,38.00,28,975,REST
305,95271,38.00,28,967,REST
306,95258,38.00,28,971,REST
307,95268,41.12,38,969,REST
308,95278,41.12,38,971,REST
309,95266,41.12,38,970,REST
310,95271,41.12,38,974,REST
311,95278,41.12,38,967,REST
312,95280,41.12,38,972,REST
313,95274,41.12,38,968,REST
314,95262,41.12,38,969,REST
315,95280,41.12,38,973,REST
316,95284,41.12,38,973,REST
317,95273,41.12,38,967,REST
318,95287,41.12,38,972,REST
319,95279,41.12,38,973,REST
320,95288,41.12,38,967,REST
321,95276,41.12,38,971,REST
322,95287,41.12,38,973,REST
323,95281,41.12,38,971,REST
324,95286,41.12,38,969,REST
325,95280,41.12,38,967,REST
326,95287,41.12,38,972,REST
327,95297,41.12,38,973,REST
328,95294,41.12,38,972,REST
329,95296,41.12,38,965,REST
330,95285,41.12,38,969,REST
331,95284,41.12,38,970,REST
332,95286,41.12,38,974,REST
333,95279,41.12,38,971,REST
334,95269,41.12,38,970,REST
335,95265,41.12,38,969,REST
336,95260,41.12,38,970,REST
337,95259,41.12,38,967,REST
338,95261,41.12,38,969,REST
339,95264,41.12,38,974,REST
340,95266,41.12,38,970,REST
341,95265,41.12,38,971,REST
342,95252,41.12,38,971,REST
343,95261,41.12,38,969,REST
344,95252,41.12,38,970,REST
345,95257,41.12,38,970,REST
346,95233,41.12,38,970,REST
347,95235,41.12,38,971,REST
348,95240,41.12,38,971,REST
349,95241,41.12,38,973,REST
350,95237,41.12,38,971,REST
351,95241,41.12,38,969,REST
352,95239,41.12,38,971,REST
353,95241,41.12,38,971,REST
354,95251,41.12,38,966,REST
355,95238,41.12,38,972,REST
356,95246,41.12,38,973,REST
357,95237,41.12,38,967,REST
358,95228,41.12,38,971,REST
359,95228,41.12,38,970,REST
360,95225,41.12,38,968,REST
361,95215,41.12,38,967,REST
362,95211,41.12,38,971,REST
363,95209,41.12,38,967,REST
364,95203,41.12,38,959,REST
365,95206,41.12,38,966,REST
366,95203,41.12,38,971,REST
367,95210,41.12,38,967,REST
368,95199,41.12,38,970,REST
369,95208,41.12,38,973,REST
370,95197,41.12,38,972,REST
371,95208,41.12,38,967,REST
372,95197,41.12,38,967,REST
373,95199,41.12,38,973,REST
374,95204,41.12,38,972,REST
375,95206,41.12,38,969,REST
376,95205,41.12,38,969,REST
377,95216,41.12,38,965,REST
378,95222,41.12,38,969,REST
379,95217,41.12,38,970,REST
380,95223,41.12,38,970,REST
381,95225,41.12,38,971,REST
382,95231,41.12,38,971,REST
383,95237,41.12,38,971,REST
384,95237,41.12,38,971,REST
385,95249,41.12,38,970,REST
386,95240,41.12,38,973,REST
387,95234,41.12,38,967,REST
388,95243,41.12,38,973,REST
389,95247,41.12,38,972,REST
390,95255,41.12,38,973,REST
391,95258,35.74,38,969,REST
392,95253,35.74,38,969,REST
393,95262,35.74,38,971,REST
394,95262,35.74,38,970,REST
395,95262,35.74,38,972,REST
396,95267,35.74,38,971,REST
397,95261,35.74,38,971,REST
398,95255,35.74,38,967,REST
399,95262,35.74,38,970,REST
400,95250,35.74,38,971,REST
401,95244,35.74,38,967,REST
402,95246,35.74,38,968,REST
403,95245,35.74,38,969,REST
404,95247,35.74,38,970,REST
405,95241,35.74,38,970,REST
406,95256,35.74,38,970,REST
407,95278,35.74,38,969,REST
408,95278,35.74,38,970,REST
409,95284,35.74,38,971,REST
410,95280,35.74,38,969,REST
411,95274,35.74,38,971,REST
412,95290,35.74,38,973,REST
413,95287,35.74,38,970,REST
414,95280,35.74,38,970,REST
415,95289,35.74,38,975,REST
416,95291,35.74,38,968,REST
417,95289,35.74,38,971,REST
418,95297,35.74,38,967,REST
419,95291,35.74,38,971,REST
420,95293,35.74,38,973,REST
421,95286,35.74,38,971,REST
422,95283,35.74,38,971,REST
423,95288,35.74,38,971,REST
424,95289,35.74,38,971,REST
425,95284,35.74,38,969,REST
426,95281,35.74,38,970,REST
427,95286,35.74,38,970,REST
428,95279,35.74,38,974,REST
429,95277,35.74,38,969,REST
430,95280,35.74,38,969,REST
431,95263,35.74,38,972,REST
432,95258,35.74,38,969,REST
433,95249,35.74,38,972,REST
434,95248,35.74,38,967,REST
435,95247,35.74,38,970,REST
436,95241,35.74,38,971,REST
437,95237,35.74,38,966,REST
438,95229,35.74,38,970,REST
439,95226,35.74,38,968,REST
440,95230,35.74,38,974,REST
441,95216,35.74,38,969,REST
442,95217,35.74,38,969,REST
443,95227,35.74,38,971,REST
444,95203,35.74,38,969,REST
445,95216,35.74,38,967,REST
446,95210,35.74,38,969,REST
447,95220,35.74,38,970,REST
448,95219,35.74,38,970,REST
449,95228,35.74,38,970,REST
450,95234,35.74,38,967,REST
451,95238,35.74,38,969,REST
452,95232,35.74,38,971,REST
453,95233,35.74,38,969,REST
454,95239,35.74,38,974,REST
455,95238,35.74,38,967,REST
456,95247,35.74,38,970,REST
457,95251,35.74,38,970,REST
458,95253,35.74,38,970,REST
459,95261,35.74,38,970,REST
460,95265,35.74,38,965,REST
461,95270,35.74,38,970,REST
462,95274,35.74,38,971,REST
463,95271,35.74,38,971,REST
464,95276,35.74,38,971,REST
465,95280,40.54,38,973,REST
466,95281,40.54,38,971,REST
467,95280,40.54,38,971,REST
468,95277,40.54,38,974,REST
469,95271,40.54,38,971,REST
470,95267,40.54,38,971,REST
471,95272,40.54,38,971,REST
472,95263,40.54,38,969,REST
473,95262,40.54,38,969,REST
474,95246,40.54,38,973,REST
475,95246,40.54,38,970,REST
476,95257,40.54,38,973,REST
477,95254,40.54,38,971,REST
478,95263,40.54,38,973,REST
479,95263,40.54,38,973,REST
480,95271,40.54,38,971,REST
481,95260,40.54,38,969,REST
482,95266,40.54,38,970,REST
483,95263,40.54,38,973,REST
484,95271,40.54,38,975,REST
485,95271,40.54,38,971,REST
486,95269,40.54,38,971,REST
487,95276,40.54,38,970,REST
488,95282,40.54,38,973,REST
489,95265,40.54,38,969,REST
490,95266,40.54,38,973,REST
491,95278,40.54,38,971,REST
492,95273,40.54,38,971,REST
493,95275,40.54,38,972,REST
494,95288,40.54,38,971,REST
495,95286,40.54,38,969,REST
496,95298,40.54,38,975,REST
497,95294,40.54,38,967,REST
498,95286,40.54,38,970,REST
499,95285,40.54,38,967,REST
500,95284,40.54,38,973,REST
501,95278,40.54,38,970,REST
502,95280,40.54,38,970,REST
503,95284,40.54,38,971,REST
504,95279,40.54,38,967,REST
505,95275,40.54,38,967,REST
506,95264,40.54,38,970,REST
507,95254,40.54,38,975,REST
508,95256,40.54,38,970,REST
509,95252,40.54,38,975,REST
510,95251,40.54,38,969,REST
511,95248,40.54,38,974,REST
512,95251,40.54,38,970,REST
513,95240,40.54,38,971,REST
514,95235,40.54,38,972,REST
515,95239,40.54,38,972,REST
516,95237,40.54,38,971,REST
517,95224,40.54,38,967,REST
518,95235,40.54,38,970,REST
519,95220,40.54,38,970,REST
520,95223,40.54,38,967,REST
521,95227,40.54,38,967,REST
522,95231,40.54,38,972,REST
523,95238,40.54,38,970,REST
524,95233,40.54,38,969,REST
525,95249,40.54,38,967,REST
526,95238,40.54,38,970,REST
527,95246,40.54,38,970,REST
528,95232,40.54,38,972,REST
529,95247,40.54,38,967,REST
530,95242,40.54,38,971,REST
531,95248,40.54,38,971,REST
532,95233,40.54,38,970,REST
533,95244,40.54,38,970,REST
534,95248,40.54,38,972,REST
535,95246,40.54,38,974,REST
536,95249,40.54,38,971,REST
537,95256,40.54,38,969,REST
538,95250,40.54,38,967,REST
539,95258,40.54,38,969,REST
540,95256,40.54,38,971,REST
541,95258,40.54,38,968,REST
542,95258,40.54,38,967,REST
543,95257,40.54,38,972,REST
544,95259,38.00,38,973,REST
545,95262,38.00,38,973,REST
546,95259,38.00,38,970,REST
547,95258,38.00,38,969,REST
548,95258,38.00,38,971,REST
549,95257,38.00,38,972,REST
550,95265,38.00,38,969,REST
551,95264,38.00,38,971,REST
552,95253,38.00,38,969,REST
553,95264,38.00,38,971,REST
554,95265,38.00,38,974,REST
555,95260,38.00,38,974,REST
556,95257,38.00,38,970,REST
557,95262,38.00,38,976,REST
558,95268,38.00,38,974,REST
559,95275,38.00,38,974,REST
560,95269,38.00,38,973,REST
561,95270,38.00,38,970,REST
562,95265,38.00,38,974,REST
563,95274,38.00,38,973,REST
564,95286,38.00,38,971,REST
565,95290,38.00,38,973,REST
566,95304,38.00,38,970,REST
567,95286,38.00,38,974,REST
568,95301,38.00,38,971,REST
569,95295,38.00,38,970,REST
570,95302,38.00,38,971,REST
571,95301,38.00,38,972,REST
572,95310,38.00,38,973,REST
573,95299,38.00,38,975,REST
574,95296,38.00,38,960,REST
575,95288,38.00,38,967,REST
576,95306,38.00,38,971,REST
577,95297,38.00,38,969,REST
578,95288,38.00,38,973,REST
579,95299,38.00,38,974,REST
580,95293,38.00,38,974,REST
581,95300,38.00,38,973,REST
582,95306,38.00,38,973,REST
583,95299,38.00,38,973,REST
584,95304,38.00,38,974,REST
585,95308,38.00,38,973,REST
586,95306,38.00,38,971,REST
587,95310,38.00,38,969,REST
588,95321,38.00,38,969,REST
589,95306,38.00,38,974,REST
590,95307,38.00,38,971,REST
591,95309,38.00,38,970,REST
592,95306,38.00,38,973,REST
593,95311,38.00,38,973,REST
594,95314,38.00,38,973,REST
595,95314,38.00,38,971,REST
596,95303,38.00,38,976,REST
597,95302,38.00,38,972,REST
598,95295,38.00,38,975,REST
599,95297,38.00,38,976,REST
600,95298,38.00,38,975,REST
601,95298,38.00,38,975,REST
602,95302,38.00,38,971,REST
603,95305,38.00,38,973,REST
604,95303,38.00,38,972,REST
605,95289,38.00,38,974,REST
606,95291,38.00,38,971,REST
607,95299,38.00,38,973,REST
608,95296,38.00,38,973,REST
609,95285,38.00,38,971,REST
610,95286,38.00,38,973,REST
611,95274,38.00,38,974,REST
612,95269,38.00,38,970,REST
613,95270,38.00,38,973,REST
614,95267,38.00,38,971,REST
615,95262,38.00,38,973,REST
616,95270,38.00,38,971,REST
617,95276,38.00,38,975,REST
618,95275,38.00,38,970,REST
619,95288,38.00,38,971,REST
620,95286,38.00,38,973,REST
621,95296,38.00,38,971,REST
622,95302,38.00,38,972,REST
623,95299,38.00,38,972,REST
624,95301,38.00,38,970,REST
625,95308,38.00,38,975,REST
626,95308,38.00,38,972,REST
627,95316,38.00,38,971,REST
628,95309,38.00,38,970,REST
629,95313,38.00,38,974,REST
630,95316,38.00,38,970,REST
631,95320,34.50,36,967,REST
632,95319,34.50,36,970,REST
633,95326,34.50,36,974,REST
634,95330,34.50,36,970,REST
635,95326,34.50,36,973,REST
636,95341,34.50,36,974,REST
637,95343,34.50,36,974,REST
638,95338,34.50,36,976,REST
639,95341,34.50,36,971,REST
640,95336,34.50,36,971,REST
641,95333,34.50,36,975,REST
642,95336,34.50,36,976,REST
643,95340,34.50,36,975,REST
644,95339,34.50,36,976,REST
645,95336,34.50,36,974,REST
646,95336,34.50,36,975,REST
647,95333,34.50,36,976,REST
648,95337,34.50,36,975,REST
649,95340,34.50,36,976,REST
650,95348,34.50,36,976,REST
651,95340,34.50,36,974,REST
652,95346,34.50,36,969,REST
653,95338,34.50,36,971,REST
654,95345,34.50,36,976,REST
655,95334,34.50,36,975,REST
656,95349,34.50,36,975,REST
657,95339,34.50,36,976,REST
658,95355,34.50,36,976,REST
659,95351,34.50,36,975,REST
660,95358,34.50,36,973,REST
661,95360,34.50,36,974,REST
662,95364,34.50,36,971,REST
663,95369,34.50,36,975,REST
664,95369,34.50,36,976,REST
665,95368,34.50,36,973,REST
666,95375,34.50,36,973,REST
667,95372,34.50,36,976,REST
668,95375,34.50,36,973,REST
669,95379,34.50,36,974,REST
670,95369,34.50,36,975,REST
671,95371,34.50,36,976,REST
672,95360,34.50,36,973,REST
673,95354,34.50,36,975,REST
674,95346,34.50,36,976,REST
675,95345,34.50,36,975,REST
676,95348,34.50,36,976,REST
677,95333,34.50,36,973,REST
678,95334,34.50,36,976,REST
679,95327,34.50,36,971,REST
680,95324,34.50,36,975,REST
681,95319,34.50,36,973,REST
682,95316,34.50,36,976,REST
683,95317,34.50,36,975,REST
684,95314,34.50,36,974,REST
685,95318,34.50,36,976,REST
686,95324,34.50,36,975,REST
687,95327,34.50,36,973,REST
688,95326,34.50,36,975,REST
689,95311,34.50,36,976,REST
690,95309,34.50,36,969,REST
691,95315,34.50,36,976,REST
692,95312,34.50,36,976,REST
693,95316,34.50,36,971,REST
694,95312,34.50,36,973,REST
695,95318,34.50,36,971,REST
696,95322,34.50,36,971,REST
697,95325,34.50,36,973,REST
698,95341,34.50,36,976,REST
699,95339,34.50,36,972,REST
700,95337,34.50,36,974,REST
701,95335,34.50,36,973,REST
702,95339,34.50,36,976,REST
703,95338,34.50,36,976,REST
704,95332,34.50,36,975,REST
705,95332,34.50,36,973,REST
706,95339,34.50,36,972,REST
707,95325,34.50,36,974,REST
708,95329,34.50,36,975,REST
709,95315,34.50,36,970,REST
710,95318,38.00,37,971,REST
711,95313,38.00,37,973,REST
712,95313,38.00,37,975,REST
713,95328,38.00,37,974,REST
714,95321,38.00,37,971,REST
715,95323,38.00,37,974,REST
716,95327,38.00,37,973,REST
717,95322,38.00,37,975,REST
718,95325,38.00,37,972,REST
719,95327,38.00,37,976,REST
720,95330,38.00,37,978,REST
721,95334,38.00,37,965,REST
722,95336,38.00,37,971,REST
723,95339,38.00,37,971,REST
724,95349,38.00,37,975,REST
725,95351,38.00,37,973,REST
726,95349,38.00,37,978,REST
727,95357,38.00,37,973,REST
728,95354,38.00,37,973,REST
729,95360,38.00,37,973,REST
730,95361,38.00,37,973,REST
731,95355,38.00,37,976,REST
732,95357,38.00,37,962,REST
733,95351,38.00,37,976,REST
734,95347,38.00,37,978,REST
735,95341,38.00,37,971,REST
736,95348,38.00,37,969,REST
737,95339,38.00,37,974,REST
738,95337,38.00,37,972,REST
739,95325,38.00,37,973,REST
740,95340,38.00,37,970,REST
741,95334,38.00,37,974,REST
742,95334,38.00,37,978,REST
743,95333,38.00,37,974,REST
744,95344,38.00,37,973,REST
745,95328,38.00,37,973,REST
746,95334,38.00,37,975,REST
747,95330,38.00,37,974,REST
748,95320,38.00,37,973,REST
749,95325,38.00,37,969,REST
750,95325,38.00,37,975,REST
751,95328,38.00,37,970,REST
752,95332,38.00,37,965,REST
753,95325,38.00,37,975,REST
754,95331,38.00,37,969,REST
755,95317,38.00,37,970,REST
756,95303,38.00,37,971,REST
757,95308,38.00,37,974,REST
758,95316,38.00,37,972,REST
759,95313,38.00,37,974,REST
760,95309,38.00,37,969,REST
761,95312,38.00,37,973,REST
762,95307,38.00,37,969,REST
763,95316,38.00,37,972,REST
764,95311,38.00,37,972,REST
765,95305,38.00,37,972,REST
766,95302,38.00,37,971,REST
767,95299,38.00,37,1008,REST
768,95286,38.00,37,976,REST
769,95276,38.00,37,963,REST
770,95271,38.00,37,975,REST
771,95277,38.00,37,976,REST
772,95261,38.00,37,972,REST
773,95255,38.00,37,973,REST
774,95267,38.00,37,973,REST
775,95255,38.00,37,976,REST
776,95264,38.00,37,971,REST
777,95263,38.00,37,973,REST
778,95267,38.00,37,975,REST
779,95266,38.00,37,970,REST
780,95264,38.00,37,975,REST
781,95274,38.00,37,973,REST
782,95278,38.00,37,969,REST
783,95276,38.00,37,988,REST
784,95277,38.00,37,972,REST
785,95287,38.00,37,970,REST
786,95274,38.00,37,972,REST
787,95295,38.00,37,973,REST
788,95290,38.00,37,975,REST
789,95296,38.00,37,971,REST
790,95300,38.00,37,974,REST
791,95293,38.00,37,970,REST
792,95295,38.00,37,969,REST
793,95298,38.00,37,971,REST
794,95303,38.00,37,970,REST
795,95306,38.00,37,972,REST
796,95305,38.00,37,971,REST
797,95302,38.00,37,971,REST
798,95298,38.00,37,970,REST
799,95297,33.75,35,966,REST
800,95297,33.75,35,973,REST
801,95293,33.75,35,975,REST
802,95290,33.75,35,971,REST
803,95295,33.75,35,970,REST
804,95289,33.75,35,972,REST
805,95290,33.75,35,972,REST
806,95293,33.75,35,974,REST
807,95292,33.75,35,971,REST
808,95298,33.75,35,958,REST
809,95294,33.75,35,969,REST
810,95303,33.75,35,974,REST
811,95298,33.75,35,965,REST
812,95295,33.75,35,970,REST
813,95300,33.75,35,974,REST
814,95300,33.75,35,973,REST
815,95313,33.75,35,971,REST
816,95306,33.75,35,967,REST
817,95302,33.75,35,973,REST
818,95318,33.75,35,971,REST
819,95305,33.75,35,971,REST
820,95327,33.75,35,971,REST
821,95325,33.75,35,973,REST
822,95325,33.75,35,970,REST
823,95321,33.75,35,967,REST
824,95324,33.75,35,989,REST
825,95322,33.75,35,971,REST
826,95322,33.75,35,967,REST
827,95326,33.75,35,971,REST
828,95323,33.75,35,970,REST
829,95323,33.75,35,972,REST
830,95323,33.75,35,971,REST
831,95315,33.75,35,972,REST
832,95317,33.75,35,972,REST
833,95304,33.75,35,970,REST
834,95306,33.75,35,971,REST
835,95291,33.75,35,970,REST
836,95282,33.75,35,969,REST
837,95278,33.75,35,976,REST
838,95273,33.75,35,979,REST
839,95271,33.75,35,971,REST
840,95267,33.75,35,971,REST
841,95272,33.75,35,973,REST
842,95267,33.75,35,972,REST
843,95276,33.75,35,972,REST
844,95265,33.75,35,975,REST
845,95276,33.75,35,970,REST
846,95279,33.75,35,967,REST
847,95264,33.75,35,966,REST
848,95265,33.75,35,971,REST
849,95280,33.75,35,974,REST
850,95268,33.75,35,971,REST
851,95283,33.75,35,971,REST
852,95270,33.75,35,975,REST
853,95266,33.75,35,970,REST
854,95281,33.75,35,974,REST
855,95271,33.75,35,973,REST
856,95285,33.75,35,971,REST
857,95284,33.75,35,974,REST
858,95292,33.75,35,972,REST
859,95286,33.75,35,971,REST
860,95297,33.75,35,970,REST
861,95299,33.75,35,973,REST
862,95295,33.75,35,971,REST
863,95298,33.75,35,971,REST
864,95307,33.75,35,976,REST
865,95302,33.75,35,970,REST
866,95289,33.75,35,970,REST
867,95290,33.75,35,975,REST
868,95285,43.48,36,951,REST
869,95278,43.48,36,994,REST
870,95280,43.48,36,971,REST
871,95275,43.48,36,974,REST
872,95277,43.48,36,973,REST
873,95268,43.48,36,976,REST
874,95287,43.48,36,974,REST
875,95273,43.48,36,974,REST
876,95281,43.48,36,971,REST
877,95289,43.48,36,976,REST
878,95278,43.48,36,973,REST
879,95297,43.48,36,965,REST
880,95307,43.48,36,974,REST
881,95303,43.48,36,975,REST
882,95296,43.48,36,978,REST
883,95301,43.48,36,974,REST
884,95315,43.48,36,970,REST
885,95314,43.48,36,974,REST
886,95319,43.48,36,975,REST
887,95315,43.48,36,972,REST
888,95312,43.48,36,965,REST
889,95316,43.48,36,971,REST
890,95311,43.48,36,965,REST
891,95322,43.48,36,974,REST
892,95334,43.48,36,971,REST
893,95324,43.48,36,974,REST
894,95331,43.48,36,969,REST
895,95322,43.48,36,971,REST
896,95332,43.48,36,972,REST
897,95321,43.48,36,972,REST
898,95321,43.48,36,971,REST
899,95311,43.48,36,971,REST
900,95308,43.48,36,970,REST
901,95306,43.48,36,970,REST
902,95299,43.48,36,970,REST
903,95295,43.48,36,975,REST
904,95298,43.48,36,972,REST
905,95297,43.48,36,974,REST
906,95296,43.48,36,976,REST
907,95283,43.48,36,974,REST
908,95286,43.48,36,976,REST
909,95283,43.48,36,971,REST
910,95283,43.48,36,976,REST
911,95272,43.48,36,971,REST
912,95272,43.48,36,971,REST
913,95269,43.48,36,973,REST
914,95273,43.48,36,966,REST
915,95264,43.48,36,967,REST
916,95256,43.48,36,974,REST
917,95257,43.48,36,975,REST
918,95263,43.48,36,963,REST
919,95264,43.48,36,973,REST
920,95268,43.48,36,975,REST
921,95263,43.48,36,974,REST
922,95262,43.48,36,974,REST
923,95266,43.48,36,967,REST
924,95268,43.48,36,971,REST
925,95261,43.48,36,981,REST
926,95266,43.48,36,973,REST
927,95254,43.48,36,966,REST
928,95256,43.48,36,970,REST
929,95255,43.48,36,973,REST
930,95253,43.48,36,974,REST
931,95253,43.48,36,973,REST
932,95245,43.48,36,971,REST
933,95246,43.48,36,974,REST
934,95246,43.48,36,972,REST
935,95244,43.48,36,973,REST
936,95241,43.48,36,973,REST
937,95244,43.48,36,977,REST
938,95246,43.48,36,971,REST
939,95248,43.48,36,974,REST
940,95254,43.48,36,972,REST
941,95253,43.48,36,974,REST
942,95255,43.48,36,975,REST
943,95252,43.48,36,976,REST
944,95261,43.48,36,971,REST
945,95263,43.48,36,976,REST
946,95267,43.48,36,971,REST
947,95259,43.48,36,970,REST
948,95256,43.48,36,974,REST
949,95260,43.48,36,974,REST
950,95271,43.48,36,973,REST
951,95264,43.48,36,974,REST
952,95275,43.48,36,973,REST
953,95275,43.48,36,973,REST
954,95275,43.48,36,976,REST
955,95290,43.48,36,962,REST
956,95294,43.48,36,966,REST
957,95295,33.75,36,971,REST
958,95297,33.75,36,971,REST
959,95298,33.75,36,975,REST
960,95294,33.75,36,970,REST
961,95288,33.75,36,970,REST
962,95282,33.75,36,975,REST
963,95286,33.75,36,975,REST
964,95281,33.75,36,971,REST
965,95286,33.75,36,971,REST
966,95272,33.75,36,975,REST
967,95271,33.75,36,974,REST
968,95275,33.75,36,975,REST
969,95270,33.75,36,973,REST
970,95278,33.75,36,966,REST
971,95271,33.75,36,971,REST
972,95280,33.75,36,973,REST
973,95276,33.75,36,974,REST
974,95278,33.75,36,972,REST
975,95271,33.75,36,976,REST
976,95275,33.75,36,971,REST
977,95273,33.75,36,971,REST
978,95275,33.75,36,976,REST
979,95274,33.75,36,971,REST
980,95286,33.75,36,974,REST
981,95277,33.75,36,974,REST
982,95261,33.75,36,974,REST
983,95267,33.75,36,976,REST
984,95270,33.75,36,975,REST
985,95260,33.75,36,975,REST
986,95264,33.75,36,975,REST
987,95262,33.75,36,972,REST
988,95259,33.75,36,974,REST
989,95264,33.75,36,974,REST
990,95270,33.75,36,973,REST
991,95268,33.75,36,982,REST
992,95256,33.75,36,974,REST
993,95250,33.75,36,976,REST
994,95260,33.75,36,971,REST
995,95247,33.75,36,974,REST
996,95247,33.75,36,973,REST
997,95236,33.75,36,973,REST
998,95237,33.75,36,974,REST
999,95240,33.75,36,969,REST
1000,95243,33.75,36,973,REST
1001,95249,33.75,36,976,REST
1002,95254,33.75,36,976,REST
1003,95259,33.75,36,963,REST
1004,95256,33.75,36,971,REST
1005,95257,33.75,36,966,REST
1006,95263,33.75,36,974,REST
1007,95269,33.75,36,976,REST
1008,95263,33.75,36,975,REST
1009,95266,33.75,36,973,REST
1010,95270,33.75,36,973,REST
1011,95277,33.75,36,975,REST
1012,95271,33.75,36,972,REST
1013,95283,33.75,36,975,REST
1014,95285,33.75,36,975,REST
1015,95290,33.75,36,974,REST
1016,95290,50.89,39,975,REST
1017,95294,50.89,39,974,REST
1018,95302,50.89,39,973,REST
1019,95295,50.89,39,971,REST
1020,95303,50.89,39,975,REST
1021,95300,50.89,39,971,REST
1022,95312,50.89,39,971,REST
1023,95316,50.89,39,973,REST
1024,95310,50.89,39,971,REST
1025,95307,50.89,39,973,REST
1026,95310,50.89,39,974,REST
1027,95306,50.89,39,972,REST
1028,95305,50.89,39,973,REST
1029,95297,50.89,39,974,REST
1030,95301,50.89,39,974,REST
1031,95292,50.89,39,976,REST
1032,95296,50.89,39,975,REST
1033,95309,50.89,39,958,REST
1034,95312,50.89,39,973,REST
1035,95308,50.89,39,973,REST
1036,95319,50.89,39,972,REST
1037,95311,50.89,39,971,REST
1038,95315,50.89,39,971,REST
1039,95318,50.89,39,971,REST
1040,95319,50.89,39,971,REST
1041,95310,50.89,39,978,REST
1042,95314,50.89,39,963,REST
1043,95321,50.89,39,973,REST
1044,95325,50.89,39,969,REST
1045,95318,50.89,39,969,REST
1046,95320,50.89,39,969,REST
1047,95322,50.89,39,974,REST
1048,95326,50.89,39,971,REST
1049,95332,50.89,39,972,REST
1050,95324,50.89,39,973,REST
1051,95312,50.89,39,999,REST
1052,95311,50.89,39,966,REST
1053,95310,50.89,39,973,REST
1054,95296,50.89,39,971,REST
1055,95298,50.89,39,975,REST
1056,95292,50.89,39,975,REST
1057,95290,50.89,39,975,REST
1058,95280,50.89,39,970,REST
1059,95280,50.89,39,973,REST
1060,95281,50.89,39,975,REST
1061,95281,50.89,39,976,REST
1062,95268,50.89,39,976,REST
1063,95270,50.89,39,976,REST
1064,95277,50.89,39,971,REST
1065,95280,50.89,39,973,REST
1066,95263,50.89,39,971,REST
1067,95269,50.89,39,972,REST
1068,95269,50.89,39,974,REST
1069,95270,50.89,39,973,REST
1070,95279,50.89,39,976,REST
1071,95286,50.89,39,975,REST
1072,95287,50.89,39,976,REST
1073,95293,50.89,39,975,REST
1074,95294,50.89,39,973,REST
1075,95298,50.89,39,976,REST
1076,95296,50.89,39,973,REST
1077,95307,50.89,39,973,REST
1078,95304,50.89,39,974,REST
1079,95316,50.89,39,971,REST
1080,95322,50.89,39,972,REST
1081,95320,50.89,39,971,REST
1082,95316,50.89,39,973,REST
1083,95320,50.89,39,967,REST
1084,95314,44.12,42,969,REST
1085,95318,44.12,42,972,REST
1086,95316,44.12,42,975,REST
1087,95310,44.12,42,976,REST
1088,95304,44.12,42,971,REST
1089,95299,44.12,42,981,REST
1090,95292,44.12,42,976,REST
1091,95285,44.12,42,976,REST
1092,95315,44.12,42,973,REST
1093,95309,44.12,42,976,REST
1094,95308,44.12,42,975,REST
